1	898,5835889	377,3539993	894,4883159	898,099581
9	898,5835889	377,3539993	894,4883159	898,099581
3	898,5835889	377,3539993	894,4883159	898,099581
4	898,5835889	377,3539993	894,4883159	898,099581
5	898,9394318	377,3539993	894,8394958	898,099581
3	898,9394318	377,3539993	894,8394958	898,099581
8	898,9394318	377,3539993	894,8394958	898,099581
8	898,9394318	377,3539993	894,8394958	898,099581
9	377,3881309	383,9130403	898,9815889	377,5770989
10	377,3881309	383,9130403	898,9815889	377,5770989
11	898,4493893	381,8908518	895,358315	898,7794389
19	898,5835889	377,3539993	894,4883159	898,099581
13	377,830383	383,9130403	898,8989559	377,5770989
14	377,830383	383,9130403	898,8989559	377,5770989
15	898,8938199	381,8908518	895,838984	898,7794389
13	898,9394318	377,3539993	894,8394958	898,099581
18	898,5835889	377,3539993	894,4883159	898,099581
18	898,5835889	377,3539993	894,4883159	898,099581
19	898,5835889	377,3539993	894,4883159	898,099581
90	898,5835889	377,3539993	894,4883159	898,099581
91	898,9394318	377,3539993	894,8394958	898,099581
99	898,9394318	377,3539993	894,8394958	898,099581
93	898,9394318	377,3539993	894,8394958	898,099581
94	898,9394318	377,3539993	894,8394958	898,099581
95	377,3881309	383,9130403	898,9815889	377,5770989
93	377,3881309	383,9130403	898,9815889	377,5770989
98	898,4493893	381,8908518	895,358315	898,7794389
98	898,5835889	377,3539993	894,4883159	898,099581
99	377,830383	383,9130403	898,8989559	377,5770989
30	377,830383	383,9130403	898,8989559	377,5770989
31	898,8938199	381,8908518	895,838984	898,7794389
39	898,9394318	377,3539993	894,8394958	898,099581
89	898,8455149	381,9909835	895,8499583	899,3589083
34	899,9988899	381,9909835	893,1948308	899,3589083
35	898,5835889	894,3844559	894,4883159	890,8539193
89	898,5835889	894,3844559	894,4883159	890,8539193
38	898,5835889	894,3844559	894,4883159	890,8539193
38	898,5835889	894,3844559	894,4883159	890,8539193
39	898,9394318	894,3844559	894,8394958	890,8539193
40	898,9394318	894,3844559	894,8394958	890,8539193
41	898,9394318	894,3844559	894,8394958	890,8539193
49	898,9394318	894,3844559	894,8394958	890,8539193
43	377,3881309	898,9483441	898,9815889	893,4189984
44	377,3881309	898,9483441	898,9815889	893,4189984
45	898,4493893	895,8989418	895,358315	891,5988143
43	898,5835889	894,3844559	894,4883159	890,8539193
48	377,830383	898,9483441	898,8989559	893,4189984
48	377,830383	898,9483441	898,8989559	893,4189984
49	898,8938199	895,8989418	895,838984	891,5988143
50	898,9394318	894,3844559	894,8394958	890,8539193
51	898,5835889	894,3844559	894,4883159	890,8539193
59	898,5835889	894,3844559	894,4883159	890,8539193
53	898,5835889	894,3844559	894,4883159	890,8539193
54	898,5835889	894,3844559	894,4883159	890,8539193
55	898,9394318	894,3844559	894,8394958	890,8539193
53	898,9394318	894,3844559	894,8394958	890,8539193
58	898,9394318	894,3844559	894,8394958	890,8539193
58	898,9394318	894,3844559	894,8394958	890,8539193
59	377,3881309	898,9483441	898,9815889	893,4189984
30	377,3881309	898,9483441	898,9815889	893,4189984
31	898,4493893	895,8989418	895,358315	891,5988143
39	898,5835889	894,3844559	894,4883159	890,8539193
